,0,1,2,3,4,5,6
0,0.00018636247188996694,8.190907084753326e-05,0.7639999999999999,113.98586456372063,0.52,1999-03-19,1999-05-28
1,0.00013292630432439675,6.128261171062512e-05,0.736,190.34986145101385,0.68,1999-06-01,1999-08-10
2,0.00017487735095633055,8.104127126531555e-05,0.7839999999999999,489.023815792526,0.58,1999-08-11,1999-10-20
3,7.770027434240955e-05,3.828473865852042e-05,0.732,198.6303315260594,0.62,1999-10-21,1999-12-31
4,0.0002384923255059991,0.00011046896568601896,0.63,342.68589688281793,0.68,2000-01-03,2000-03-14
5,0.0003490745188964443,0.0001831951505613182,0.7759999999999999,341.51401247861116,0.66,2000-03-15,2000-05-24
6,0.0001266514633667052,6.695863397737229e-05,0.69,240.82576221453252,0.66,2000-05-25,2000-08-04
7,0.00014513511801204682,5.2243347145933365e-05,0.828,417.85530077977523,0.66,2000-08-07,2000-10-16
8,0.0002486182314377432,0.00012519668443396103,0.606,297.4983035514539,0.62,2000-10-17,2000-12-27
9,0.00023038084678556455,7.497693287495327e-05,0.7699999999999999,195.28779438324594,0.62,2000-12-28,2001-03-12
10,0.00028616169063099987,0.0001557013582547103,0.6859999999999999,187.68661965357487,0.62,2001-03-13,2001-05-22
11,9.838602132914365e-05,5.315925748739527e-05,0.584,93.47220430934283,0.68,2001-05-23,2001-08-02
12,0.00022287716427102838,0.00012082391604009944,0.784,220.25290516776582,0.72,2001-08-03,2001-10-18
13,0.00010816664178256483,5.440673904489363e-05,0.69,738.9533919686228,0.6,2001-10-19,2001-12-31
14,0.0001390548596330231,7.829965288485202e-05,0.594,449.4693652580009,0.66,2002-01-02,2002-03-14
15,0.00015421187214033485,7.821608112033618e-05,0.63,122.44757482700489,0.56,2002-03-15,2002-05-24
16,0.0005080982151661118,0.00023538786931879996,0.708,915.3628707367462,0.58,2002-05-28,2002-08-06
17,0.0004952250126611497,0.00021569723447420735,0.7639999999999999,362.84988769710196,0.7,2002-08-07,2002-10-16
18,0.000176073990423158,8.483185982155823e-05,0.738,139.70835066035727,0.68,2002-10-17,2002-12-27
19,0.00022046701642099509,0.00010176520080438256,0.814,45692805365651.91,0.64,2002-12-30,2003-03-12
20,0.00014508396741465254,6.922544035486098e-05,0.6399999999999999,145.6385877664458,0.54,2003-03-13,2003-05-22
21,0.00011345281372143412,5.753679777699004e-05,0.768,143.42499647626957,0.64,2003-05-23,2003-08-04
22,7.133017377612344e-05,4.1689176987353545e-05,0.57,271.0248665645253,0.7,2003-08-05,2003-10-14
23,4.581445824787623e-05,2.3063558465897868e-05,0.762,134.59402024411628,0.62,2003-10-15,2003-12-24
24,5.151110690289971e-05,2.6120296148064077e-05,0.708,366.2617246886769,0.58,2003-12-26,2004-03-09
25,7.145369346492204e-05,3.550196510376287e-05,0.69,206.7243990788058,0.58,2004-03-10,2004-05-19
26,4.578236468098864e-05,2.2814608349714647e-05,0.728,195.27925085058624,0.66,2004-05-20,2004-08-02
27,5.196377149170532e-05,2.789699147425978e-05,0.688,234.91057998827415,0.72,2004-08-03,2004-10-12
28,4.145648663276238e-05,2.1145810209560855e-05,0.7919999999999999,587.4148269923046,0.7,2004-10-13,2004-12-22
29,4.5353961156975805e-05,2.3496759566219065e-05,0.73,223.84523029230505,0.7,2004-12-23,2005-03-07
30,7.194518447468942e-05,3.733025580056248e-05,0.7120000000000001,1252.37376793803,0.62,2005-03-08,2005-05-17
31,3.090703570269934e-05,1.671952650728628e-05,0.61,150.30788718999332,0.64,2005-05-18,2005-07-28
32,4.1593736151874884e-05,2.0545355928678482e-05,0.7879999999999999,332.05101691540096,0.54,2005-07-29,2005-10-07
33,4.8351722586854404e-05,2.499640285978983e-05,0.7419999999999999,694.7179249541608,0.58,2005-10-10,2005-12-19
34,4.474862534690564e-05,2.283231598626494e-05,0.7639999999999999,458.678636305244,0.56,2005-12-20,2006-03-03
35,3.517304158981104e-05,1.6379701181436298e-05,0.662,143.59180157031076,0.58,2006-03-06,2006-05-15
36,0.00010240387437677568,5.521132811931684e-05,0.778,1703.575484975002,0.56,2006-05-16,2006-07-26
37,2.6327130686065895e-05,1.3072718568709598e-05,0.748,146.82205074851117,0.66,2006-07-27,2006-10-05
38,2.406231969011719e-05,1.297196636493876e-05,0.65,725.5955997931728,0.66,2006-10-06,2006-12-15
39,5.249587152856661e-05,2.023471414545664e-05,0.616,94.11230892011896,0.68,2006-12-18,2007-03-02
40,4.3315382592762086e-05,2.184256969979684e-05,0.6920000000000001,174.64094972618463,0.78,2007-03-05,2007-05-14
41,9.17010734455433e-05,4.201827016736818e-05,0.728,197.2712910990708,0.7,2007-05-15,2007-07-25
42,0.00017266523716498274,9.050288083019736e-05,0.748,421.38852751306285,0.6,2007-07-26,2007-10-04
43,0.00021397428215028599,0.00011662665304494735,0.768,228.0573381953402,0.72,2007-10-05,2007-12-14
44,0.0002139606902654944,0.00011643889115397423,0.748,64243935538083.72,0.54,2007-12-17,2008-02-28
45,0.00019627536920924164,9.95340516288121e-05,0.716,148.8573490469726,0.62,2008-02-29,2008-05-09
46,0.00014057226120238567,6.994730806127778e-05,0.6919999999999998,468.1943227970832,0.6,2008-05-12,2008-07-22
47,0.0007926701544770732,0.00030029805306343034,0.7,104.5301090631542,0.54,2008-07-23,2008-10-01
48,0.0022248617494895232,0.0011632942455811596,0.65,123.50831192571552,0.7,2008-10-02,2008-12-11
49,0.0006369279375976358,0.000298619626796621,0.728,229.61322259097514,0.7,2008-12-12,2009-02-25
50,0.0005608241133321646,0.0002817953627153378,0.722,121.28763449358274,0.74,2009-02-26,2009-05-07
51,0.0002102734602604714,0.00010832125077503958,0.648,102.44438312236748,0.64,2009-05-08,2009-07-20
52,0.00010564960068907306,5.159096264911869e-05,0.57,188.9596691569569,0.62,2009-07-21,2009-09-29
53,0.0001313607051893234,7.344560064308713e-05,0.86,505.10802219102004,0.76,2009-09-30,2009-12-09
54,0.00010983841722613502,5.992236468672999e-05,0.802,125.3783003257925,0.64,2009-12-10,2010-02-23
55,0.00011368339807366968,4.3850016673043414e-05,0.7879999999999999,406.40747668824605,0.7,2010-02-24,2010-05-05
56,0.0003843545602589639,0.000215545570056829,0.598,422.5987432803907,0.58,2010-05-06,2010-07-16
57,0.00010770730067288518,5.3032656433019314e-05,0.7239999999999999,332.3458843637684,0.64,2010-07-19,2010-09-27
58,7.279720550818885e-05,3.6629658230884164e-05,0.8079999999999999,523.1867195337547,0.62,2010-09-28,2010-12-07
59,3.605467544327357e-05,1.62014709539405e-05,0.74,218.96434229096587,0.56,2010-12-08,2011-02-17
60,7.116316918066036e-05,3.8387173969256356e-05,0.746,257.50278623119186,0.64,2011-02-18,2011-05-02
61,8.604559046666999e-05,4.509258056840658e-05,0.85,142.80053892700042,0.6,2011-05-03,2011-07-13
62,0.0006029347206170586,0.0003295760359692058,0.688,360.2082701555405,0.66,2011-07-14,2011-09-22
63,0.0003755934885493334,0.00018668204025529676,0.75,88.86246770760417,0.68,2011-09-23,2011-12-02
64,6.880682328335362e-05,3.5636266662481866e-05,0.728,413.09263431228106,0.6,2011-12-05,2012-02-15
65,7.216669281568933e-05,3.848493439375098e-05,0.612,212.4290593206846,0.58,2012-02-16,2012-04-27
66,0.00011743212586446646,6.508960641607472e-05,0.6559999999999999,-370.60344234684436,0.58,2012-04-30,2012-07-10
67,5.603902475637334e-05,3.0778530707632106e-05,0.802,456.8656119677765,0.58,2012-07-11,2012-09-19
68,7.768127721587228e-05,4.357686575540899e-05,0.694,399.72261936767273,0.7,2012-09-20,2012-12-03
69,4.9385850420287544e-05,2.8072454754537783e-05,0.6579999999999999,1386.1967855841074,0.72,2012-12-04,2013-02-14
70,5.767692589600468e-05,2.9525940414799953e-05,0.648,2383.2687545512485,0.68,2013-02-15,2013-04-29
71,8.001652845730481e-05,4.18904074602754e-05,0.868,459.49827767250486,0.78,2013-04-30,2013-07-10
72,4.0944638130879084e-05,2.009795429306268e-05,0.63,384.053098927907,0.58,2013-07-11,2013-09-19
73,4.873133078672189e-05,2.7369309665562834e-05,0.688,288.4542360385141,0.6,2013-09-20,2013-11-29
74,7.677318418893142e-05,3.77841867799133e-05,0.7020000000000001,188.25410571908213,0.6,2013-12-02,2014-02-12
75,5.226408515275891e-05,2.7655338917436933e-05,0.698,459.4503568415736,0.7,2014-02-13,2014-04-25
76,3.0201346133746534e-05,1.5200449871908721e-05,0.708,261.7088847171393,0.72,2014-04-28,2014-07-08
77,3.694186036813736e-05,1.98930354984723e-05,0.6759999999999999,1264.1600564898572,0.54,2014-07-09,2014-09-17
78,0.00012666916056819854,7.457488599924376e-05,0.812,1763.5923667254474,0.7,2014-09-18,2014-11-26
79,0.00012862065324443074,7.233462329471848e-05,0.7639999999999999,-841.8085522054174,0.56,2014-11-28,2015-02-10
80,5.562039260786052e-05,3.096696633175723e-05,0.736,139.30912517202106,0.68,2015-02-11,2015-04-23
81,4.9412662565432194e-05,2.374898665520195e-05,0.728,128.5735405006189,0.68,2015-04-24,2015-07-06
82,0.0002984344988999068,0.0001639703732937869,0.7020000000000001,571.6347434554863,0.6,2015-07-07,2015-09-15
83,0.00011220578086749005,6.460438063459591e-05,0.7140000000000001,76.38288104925437,0.68,2015-09-16,2015-11-24
84,0.0001792575328191409,9.662498472968666e-05,0.748,157.5599796626794,0.64,2015-11-25,2016-02-08
85,6.598464290797948e-05,3.515155244276697e-05,0.6579999999999999,760.4481706198043,0.58,2016-02-09,2016-04-20
86,0.00010127872579640724,4.2378047835691645e-05,0.6940000000000001,259.78966321579685,0.62,2016-04-21,2016-06-30
87,5.939359476104195e-05,1.5909590380359996e-05,0.598,126.77927748355833,0.64,2016-07-01,2016-09-12
88,4.153014444467285e-05,2.2724611519914233e-05,0.768,425.2606193329863,0.58,2016-09-13,2016-11-21
89,3.0359292114751447e-05,1.556180875376891e-05,0.6699999999999998,24131921880906.094,0.58,2016-11-22,2017-02-03
90,2.9031593107504628e-05,1.3900645224130386e-05,0.768,154.70843611404067,0.68,2017-02-06,2017-04-18
91,2.9135579809327904e-05,1.2787471126346734e-05,0.6719999999999999,261.63196583956426,0.68,2017-04-19,2017-06-28
92,3.168513616995269e-05,1.597704818476938e-05,0.828,449.1196053104465,0.64,2017-06-29,2017-09-08
93,1.4952757510122463e-05,6.7509676063722945e-06,0.58,229.02511976800736,0.68,2017-09-11,2017-11-17
94,4.721831236345653e-05,1.49465697972282e-05,0.8079999999999999,219.3166200407648,0.66,2017-11-20,2018-02-01
95,0.00023079739460931043,0.00012019043374186046,0.644,287.5304813052125,0.64,2018-02-02,2018-04-16
96,5.029364885152156e-05,2.2619858260594913e-05,0.8439999999999999,251.21171312224283,0.54,2018-04-17,2018-06-26
97,2.481853722018406e-05,1.367946653103845e-05,0.7979999999999999,176.84129601556637,0.68,2018-06-27,2018-09-06
98,0.00019477393282224596,0.0001081022305965543,0.85,1081.612737509236,0.74,2018-09-07,2018-11-15
99,0.0002676577891140511,0.00015084535320158038,0.824,657.7748203387723,0.72,2018-11-16,2019-01-31
100,4.11390863375421e-05,2.251119580655302e-05,0.584,769.0674245407677,0.66,2019-02-01,2019-04-12
101,8.22099653429947e-05,4.601671214229798e-05,0.7779999999999998,168.7358008022932,0.66,2019-04-15,2019-06-25
102,0.00011930774854825147,6.389129184763376e-05,0.7839999999999999,180.99486144051872,0.7,2019-06-26,2019-09-05
103,4.5146091270766035e-05,2.5234138222210556e-05,0.828,338.38799056281374,0.64,2019-09-06,2019-11-14
104,3.3967685005264997e-05,1.514885765930958e-05,0.718,432.28552748964563,0.66,2019-11-15,2020-01-29
105,0.002044105691554091,0.001069485715758719,0.862,84.6014204590696,0.62,2020-01-30,2020-04-09
106,0.00034154728486153826,0.00017300714132659933,0.616,368.7172568320946,0.66,2020-04-13,2020-06-22
107,0.00013543882296956328,5.063878364968417e-05,0.56,172.9153043352535,0.54,2020-06-23,2020-09-01
108,0.00023203184968605275,0.00012346412885596796,0.706,240.7881827651153,0.68,2020-09-02,2020-11-11
109,8.321926192407828e-05,3.8169411495768266e-05,0.618,155.27049586315357,0.68,2020-11-12,2021-01-26
110,0.00010801088979908401,5.772778795113096e-05,0.758,237.46119068067196,0.64,2021-01-27,2021-04-08
111,6.737653207078741e-05,3.300198065160736e-05,0.568,147.15365904493225,0.66,2021-04-09,2021-06-18
112,4.2546912631820615e-05,2.2937686653341934e-05,0.632,146.61830756505228,0.7,2021-06-21,2021-08-30
113,8.280143852620287e-05,4.711153276877764e-05,0.824,170.65649245730435,0.68,2021-08-31,2021-11-09
114,0.00013989823263140395,7.334182259470984e-05,0.708,360.3693583389132,0.64,2021-11-10,2022-01-21
115,0.0002480926793624723,0.00013209628095283422,0.77,170.6597853730399,0.58,2022-01-24,2022-04-04
116,0.0004342820652999585,0.00019490462276383548,0.81,334.93534593213207,0.64,2022-04-05,2022-06-15
117,0.00016761674916240723,7.224169917085114e-05,0.7639999999999999,181.381833887075,0.52,2022-06-16,2022-08-26
118,0.00028970193983822527,0.00015100098631247978,0.648,123.85603376257411,0.52,2022-08-29,2022-11-07
119,0.00016336138160644016,7.230920834130841e-05,0.6529411764705882,148.59731482870015,0.6764705882352942,2022-11-08,2022-12-27
